route_id,rank,city1,city2,route_traffic,route_weight_pct,cumulative_coverage_pct
BHUBANESWAR_HYDERABAD,96,BHUBANESWAR,HYDERABAD,475258,0.2870926316253914,68.41237855657536
GOA_HYDERABAD,97,Goa,HYDERABAD,470506,0.28422205567404735,68.6966006122494
BENGALURU_RANCHI,98,BENGALURU,RANCHI,462545,0.2794129952471429,68.97601360749654
DELHI_TRIVANDRUM,99,DELHI,TRIVANDRUM,461485,0.27877267317045423,69.254786280667
KOLKATA_PUNE,100,KOLKATA,PUNE,458720,0.2771023990741861,69.53188867974119
AHMEDABAD_CHENNAI,101,AHMEDABAD,CHENNAI,453279,0.2738156137729944,69.80570429351418
MUMBAI_TRIVANDRUM,102,MUMBAI,TRIVANDRUM,427323,0.2581361799781532,70.06384047349233
AHMEDABAD_KOLKATA,103,AHMEDABAD,KOLKATA,425449,0.257004138872762,70.3208446123651
COIMBATORE_DELHI,104,COIMBATORE,DELHI,424697,0.2565498726447716,70.57739448500988
CHENNAI_MADURAI,105,CHENNAI,MADURAI,423932,0.2560877534101802,70.83348223842006
MUMBAI_SRINAGAR,106,MUMBAI,SRINAGAR,414665,0.25048976785860083,71.08397200627866
DELHI_AYODHYA INTERNATIONAL AIRPORT,107,DELHI,Ayodhya International Airport,397384,0.24005070577628262,71.32402271205494
BENGALURU_NAGPUR,108,BENGALURU,NAGPUR,394399,0.23824753464523002,71.56227024670017
IMPHAL_KOLKATA,109,IMPHAL,KOLKATA,392167,0.23689923381959876,71.79916948051977
COIMBATORE_HYDERABAD,110,COIMBATORE,HYDERABAD,391155,0.23628790745959027,72.03545738797935
HYDERABAD_INDORE,111,HYDERABAD,INDORE,390639,0.23597620350527768,72.27143359148462
BENGALURU_INDORE,112,BENGALURU,INDORE,388271,0.23454574814905238,72.50597933963367
GUWAHATI_MUMBAI,113,GUWAHATI,MUMBAI,385008,0.2325746434922267,72.7385539831259
AHMEDABAD_DABOLIM,114,AHMEDABAD,DABOLIM,376670,0.22753784587389625,72.9660918289998
HYDERABAD_VIJAYAWADA,115,HYDERABAD,VIJAYAWADA,373872,0.2258476372224104,73.1919394662222
BENGALURU_COIMBATORE,116,BENGALURU,COIMBATORE,371123,0.22418702836503568,73.41612649458723
DELHI_GORAKHPUR,117,DELHI,GORAKHPUR,371000,0.22411272684104258,73.64023922142827
CHENNAI_TRIVANDRUM,118,CHENNAI,TRIVANDRUM,370292,0.223685040020009,73.86392426144828
MUMBAI_RAIPUR,119,MUMBAI,RAIPUR,370171,0.22361194665087752,74.08753620809915
MUMBAI_PATNA,120,MUMBAI,PATNA,368143,0.2223868776211373,74.3099230857203
HYDERABAD_TRIVANDRUM,121,HYDERABAD,TRIVANDRUM,358059,0.21629536080856296,74.52621844652886
BHOPAL_MUMBAI,122,BHOPAL,MUMBAI,350421,0.21168141739181934,74.73789986392067
HYDERABAD_PATNA,123,HYDERABAD,PATNA,341579,0.2063401647483463,74.94424002866901
CHENNAI_GUWAHATI,124,CHENNAI,GUWAHATI,341217,0.20612148871838282,75.1503615173874
MUMBAI_VADODARA,125,MUMBAI,VADODARA,337483,0.20386586359163228,75.35422738097904
KOLKATA_PATNA,126,KOLKATA,PATNA,326610,0.19729772968612647,75.55152511066517
NAGPUR_PUNE,127,NAGPUR,PUNE,323902,0.19566188800341608,75.74718699866858
KOLKATA_SILCHAR,128,KOLKATA,SILCHAR,315387,0.1905181686798272,75.93770516734841
PRAYAGRAJ_DELHI,129,PRAYAGRAJ,DELHI,312791,0.18894998366937074,76.12665515101779
BAGDOGRA_MUMBAI,130,BAGDOGRA,MUMBAI,311518,0.18818099309991346,76.3148361441177
PRAYAGRAJ_MUMBAI,131,PRAYAGRAJ,MUMBAI,307693,0.18587039692695662,76.50070654104466
AHMEDABAD_LUCKNOW,132,AHMEDABAD,LUCKNOW,306838,0.1853539107235898,76.68606045176824
BAGDOGRA_HYDERABAD,133,BAGDOGRA,HYDERABAD,305103,0.1843058363810852,76.87036628814933
BENGALURU_VIJAYAWADA,134,BENGALURU,VIJAYAWADA,300479,0.1815125823408885,77.05187887049021
AGARTALA_GUWAHATI,135,AGARTALA,GUWAHATI,297196,0.17952939613544605,77.23140826662566
AMRITSAR_MUMBAI,136,AMRITSAR,MUMBAI,294679,0.17800893324202582,77.40941719986769
JODHPUR_MUMBAI,137,JODHPUR,MUMBAI,291077,0.17583304633614594,77.58525024620384
AHMEDABAD_GOA,138,AHMEDABAD,Goa,290130,0.17526098500914197,77.76051123121299
HYDERABAD_RAJAHMUNDRY,139,HYDERABAD,RAJAHMUNDRY,286761,0.17322584814464745,77.93373707935763
JAIPUR_PUNE,140,JAIPUR,PUNE,284415,0.1718086824919006,78.10554576184953
CHENNAI_VISAKHAPATNAM,141,CHENNAI,VISAKHAPATNAM,282652,0.17074369398133252,78.27628945583086
DELHI_JODHPUR,142,DELHI,JODHPUR,280270,0.16930478154107545,78.44559423737194
GOA_PUNE,143,Goa,PUNE,280087,0.16919423537123204,78.61478847274317
BENGALURU_SURAT,144,BENGALURU,SURAT,276850,0.16723883672760817,78.78202730947078
DEHRADUN_MUMBAI,145,DehraDun,MUMBAI,275600,0.16648373993906018,78.94851104940984
AURANGABAD_DELHI,146,AURANGABAD,DELHI,274295,0.16569541889181608,79.11420646830166
KOLKATA_VARANASI,147,KOLKATA,VARANASI,274076,0.16556312593446249,79.27976959423613
HYDERABAD_RANCHI,148,HYDERABAD,RANCHI,272706,0.16473553985421388,79.44450513409033
GUWAHATI_HYDERABAD,149,GUWAHATI,HYDERABAD,269327,0.16269436221541098,79.60719949630575
KOLKATA_RAIPUR,150,KOLKATA,RAIPUR,268517,0.16220505949643188,79.76940455580218
CHENNAI_TIRUCHIRAPALLY,151,CHENNAI,TIRUCHIRAPALLY,267825,0.16178703791429172,79.93119159371648
DELHI_VIJAYAWADA,152,DELHI,VIJAYAWADA,265736,0.16052512016127032,80.09171671387774
